300000274,1
300000275,5
300000276,2
300000277,5
300000278,2
300000279,1
300000280,2
300000281,1
300000282,5
300000283,1
300000284,5
300000285,5
300000286,5
300000287,5
300000288,2
300000289,1
300000290,2
300000291,2
300000292,2
300000293,1
300000294,2
300000295,3
300000296,5
300000297,2
300000298,1
300000299,3
300000300,1
300000301,3
300000302,2
300000303,2
300000304,2
300000305,2
300000306,5
300000307,2
300000308,5
300000309,5
300000310,2
300000311,1
300000312,3
300000313,1
300000314,3
300000315,3
300000316,3
300000317,3
300000318,2
300000319,2
300000320,2
300000321,2
300000322,5
300000323,3
300000324,1
300000325,2
300000326,2
300000327,3
300000328,2
300000329,5
300000330,2
300000331,2
300000332,2
300000333,1
300000334,1
300000335,3
300000336,3
300000337,3
300000338,5
300000339,2
300000340,3
300000341,1
300000342,1
300000343,1
300000344,1
300000345,1
300000346,2
300000347,2
300000348,1
300000349,1
300000350,3
300000351,2
300000352,2
300000353,3
300000354,3
300000355,1
300000356,2
300000357,1
300000358,2
300000359,5
300000360,5
300000361,2
300000362,5
300000363,5
300000364,1
300000365,2
300000366,2
300000367,1
300000368,1
300000369,1
300000370,1
300000371,3
300000372,1
300000373,1
300000374,1
300000375,2
300000376,1
300000377,1
300000378,4
300000379,2
300000380,2
300000381,2
300000382,2
300000383,3
300000384,5
300000385,1
300000386,1
300000387,1
300000388,3
300000389,3
300000390,3
300000391,1
300000392,5
300000393,1
300000394,1
300000395,3
300000396,1
300000397,1
300000398,3
300000399,5
300000400,5
300000401,2
300000402,3
300000403,2
300000404,3
300000405,1
300000406,1
300000407,5
300000408,3
300000409,1
300000410,3
300000411,2
300000412,1
300000413,2
300000414,5
300000415,3
300000416,2
300000417,2
300000418,1
300000419,2
300000420,2
300000421,2
300000422,2
300000423,2
300000424,2
300000425,2
300000426,2
300000427,2
300000428,3
300000429,5
300000430,2
300000431,1
300000432,1
300000433,4
300000434,5
300000435,2
300000436,2
300000437,2
300000438,2
300000439,2
300000440,2
300000441,2
300000442,1
300000443,2
300000444,2
300000445,5
300000446,5
300000447,2
300000448,2
300000449,2
300000450,2
300000451,2
300000452,2
300000453,2
300000454,2
300000455,4
300000456,2
300000457,2
300000458,2
300000459,2
300000460,5
300000461,2
300000462,2
300000463,2
300000464,2
300000465,2
300000466,1
300000467,5
300000468,2
300000469,1
300000470,3
300000471,1
300000472,1
300000473,1
300000474,1
300000475,1
300000476,2
300000477,1
300000478,1
300000479,1
300000480,1
300000481,1
300000482,1
300000483,1
300000484,1
300000485,2
300000486,3
300000487,1
300000488,2
300000489,3
300000490,5
300000491,3
300000492,3
300000493,2
300000494,1
300000495,4
300000496,1
300000497,1
300000498,1
300000499,1
300000500,1
300000501,1
300000502,1
300000503,1
300000504,1
300000505,1
300000506,1
300000507,4
300000508,2
300000509,1
300000510,5
300000511,1
300000512,3
300000513,1
300000514,5
300000515,2
300000516,2
300000517,2
300000518,1
300000519,2
300000520,5
300000521,2
300000522,1
300000523,1
300000524,1
300000525,2
300000526,2
300000527,1
300000528,2
300000529,1
300000530,1
300000531,3
300000532,2
300000533,2
300000534,1
300000535,2
300000536,2
300000537,3
300000538,3
300000539,3
300000540,1
300000541,5
300000542,5
300000543,2
300000544,3
300000545,3
300000546,4
300000547,3
300000548,3
300000549,3
300000550,2
300000551,3
300000552,1
300000553,1
300000554,2
300000555,2
300000556,2
300000557,5
300000558,1
300000559,1
300000560,3
300000561,1
300000562,1
300000563,3
300000564,1
300000565,1
300000566,1
300000567,2
300000568,2
300000569,2
300000570,1
300000571,3
300000572,1
300000573,2
300000574,2
300000575,5
300000576,2
300000577,3
300000578,1
300000579,3
300000580,2
300000581,5
300000582,1
300000583,1
300000584,2
300000585,1
300000586,2
300000587,2
300000588,2
300000589,5
300000590,2
300000591,3
300000592,5
300000593,2
300000594,2
300000595,5
300000596,5
300000597,5
300000598,2
300000599,3
300000600,2
300000601,2
300000602,3
300000603,1
300000604,2
300000605,1
300000606,2
300000607,1
300000608,1
300000609,2
300000610,5
300000611,1
300000612,3
300000613,3
300000614,3
300000615,1
300000616,1
300000617,1
300000618,1
300000619,3
300000620,4
300000621,1
300000622,3
300000623,1
300000624,1
300000625,1
300000626,2
300000627,1
300000628,2
300000629,1
300000630,1
300000631,3
300000632,2
300000633,1
300000634,2
300000635,1
300000636,1
300000637,3
300000638,3
300000639,3
300000640,3
300000641,3
300000642,1
300000643,3
300000644,3
300000645,1
300000646,3
300000647,3
300000648,3
300000649,3
300000650,2
300000651,3
300000652,3
300000653,1
300000654,2
300000655,1
300000656,2
300000657,3
300000658,3
300000659,3
300000660,3
300000661,3
300000662,3
300000663,3
300000664,3
300000665,3
300000666,3
300000667,3
300000668,3
300000669,3
300000670,3
300000671,3
300000672,3
300000673,2
300000674,3
300000675,3
300000676,2
300000677,3
300000678,3
300000679,3
300000680,3
300000681,1
300000682,3
300000683,3
300000684,1
300000685,5
300000686,1
300000687,2
300000688,1
300000689,2
300000690,3
300000691,2
300000692,1
300000693,2
300000694,2
300000695,5
300000696,2
300000697,2
300000698,1
300000699,1
300000700,3
300000701,1
300000702,4
300000703,1
300000704,2
300000705,1
300000706,2
300000707,2
300000708,4
300000709,4
300000710,2
300000711,2
300000712,3
300000713,3
300000714,1
300000715,2
300000716,3
300000717,1
300000718,1
300000719,1
300000720,1
300000721,3
300000722,4
300000723,4
300000724,2
300000725,2
300000726,2
300000727,2
300000728,2
300000729,2
300000730,2
300000731,2
300000732,1
300000733,2
300000734,1
300000735,1
300000736,1
300000737,2
300000738,2
300000739,2
300000740,2
300000741,5
300000742,2
300000743,1
300000744,1
300000745,3
300000746,3
300000747,1
300000748,1
300000749,1
300000750,1
300000751,2
300000752,1
300000753,1
300000754,1
300000755,5
300000756,2
300000757,4
300000758,5
300000759,5
300000760,1
300000761,2
300000762,2
300000763,2
300000764,5
300000765,1
300000766,1
300000767,2
300000768,2
300000769,1
300000770,2
300000771,2
300000772,2
300000773,1
300000774,3
300000775,1
300000776,2
300000777,2
300000778,2
300000779,3
300000780,1
300000781,1
300000782,1
300000783,1
300000784,4
300000785,2
300000786,2
300000787,2
300000788,1
300000789,1
300000790,3
300000791,1
300000792,1
300000793,2
300000794,2
300000795,3
300000796,1
300000797,1
300000798,4
300000799,3
300000800,3
300000801,1
300000802,2
300000803,2
300000804,3
300000805,3
300000806,3
300000807,5
300000808,1
300000809,1
300000810,1
300000811,1
300000812,3
300000813,2
300000814,1
300000815,1
300000816,1
300000817,1
300000818,1
300000819,5
300000820,2
300000821,3
300000822,1
300000823,1
300000824,1
300000825,1
300000826,1
300000827,1
300000828,1
300000829,3
300000830,1
300000831,1
300000832,3
300000833,1
300000834,2
300000835,1
300000836,1
300000837,1
300000838,1
300000839,2
300000840,5
300000841,5
300000842,3
300000843,3
300000844,2
300000845,2
300000846,3
300000847,2
300000848,3
300000849,2
300000850,3
300000851,3
300000852,4
300000853,2
300000854,3
300000855,2
300000856,3
300000857,2
300000858,3
300000859,2
300000860,1
300000861,3
300000862,3
300000863,2
300000864,2
300000865,3
300000866,1
300000867,2
300000868,2
300000869,1
300000870,1
300000871,3
300000872,1
300000873,1
300000874,1
300000875,1
300000876,1
300000877,1
300000878,1
300000879,3
300000880,3
300000881,1
300000882,2
300000883,5
300000884,1
300000885,1
300000886,1
300000887,4
300000888,2
300000889,1
300000890,2
300000891,1
300000892,1
300000893,1
300000894,1
300000895,5
300000896,5
300000897,5
300000898,2
300000899,4
300000900,1
300000901,3
300000902,2
300000903,3
300000904,5
300000905,5
300000906,3
300000907,1
300000908,5
300000909,2
300000910,2
300000911,2
300000912,5
300000913,3
300000914,3
300000915,1
300000916,1
300000917,1
300000918,3
300000919,2
300000920,4
300000921,1
300000922,1
300000923,2
300000924,3
300000925,4
300000926,2
300000927,3
300000928,1
300000929,1
300000930,1
300000931,3
300000932,1
300000933,1
300000934,1
300000935,1
300000936,3
300000937,1
300000938,5
300000939,1
300000940,1
300000941,3
300000942,1
300000943,3
300000944,3
300000945,3
300000946,4
300000947,4
300000948,1
300000949,3
300000950,3
300000951,1
300000952,2
300000953,1
300000954,3
300000955,2
300000956,5
300000957,1
300000958,1
300000959,2
300000960,1
300000961,2
300000962,2
300000963,2
300000964,5
300000965,3
300000966,1
300000967,3
300000968,2
300000969,2
300000970,2
300000971,2
300000972,2
300000973,2
300000974,3
300000975,1
300000976,4
300000977,1
300000978,2
300000979,3
300000980,2
300000981,2
300000982,2
300000983,3
300000984,2
300000985,2
300000986,2
300000987,3
300000988,1
300000989,5
300000990,1
300000991,2
300000992,2
300000993,1
300000994,1
300000995,1
300000996,1
300000997,3
300000998,3
300000999,1
300001000,1
300001001,1
300001002,1
300001003,1
300001004,4
300001005,1
300001006,1
300001007,5
300001008,5
300001009,1
300001010,1
300001011,3
300001012,4
300001013,4
300001014,4
300001015,3
300001016,5
300001017,2
300001018,3
300001019,3
300001020,2
300001021,3
300001022,2
300001023,2
300001024,3
300001025,1
300001026,2
300001027,3
300001028,3
300001029,2
300001030,1
300001031,1
300001032,5
300001033,1
300001034,1
300001035,4
300001036,1
300001037,1
300001038,2
300001039,5
300001040,2
300001041,2
300001042,2
300001043,2
300001044,1
300001045,2
300001046,1
300001047,2
300001048,2
300001049,1
300001050,3
300001051,3
300001052,5
300001053,2
300001054,2
300001055,3
300001056,1
300001057,1
300001058,1
300001059,1
300001060,1
300001061,1
300001062,1
300001063,2
300001064,1
300001065,3
300001066,1
300001067,2
300001068,1
300001069,1
300001070,1
300001071,1
300001072,1
300001073,3
300001074,3
300001075,3
300001076,2
300001077,3
300001078,3
300001079,5
300001080,1
300001081,1
300001082,1
300001083,5
300001084,1
300001085,2
300001086,2
300001087,2
300001088,3
300001089,3
300001090,3
300001091,1
300001092,1
300001093,3
300001094,1
300001095,4
300001096,1
300001097,2
300001098,1
300001099,2
300001100,2
300001101,4
300001102,4
300001103,2
300001104,2
300001105,3
300001106,3
300001107,1
300001108,2
300001109,3
300001110,1
300001111,1
300001112,1
300001113,1
300001114,2
300001115,2
300001116,1
300001117,1
300001118,1
300001119,1
300001120,1
300001121,2
300001122,3
300001123,1
300001124,2
300001125,1
300001126,2
300001127,1
300001128,1
300001129,1
300001130,2
300001131,3
300001132,2
300001133,5
300001134,2
300001135,1
300001136,2
300001137,2
300001138,1
300001139,2
300001140,2
300001141,3
300001142,2
300001143,2
300001144,2
300001145,2
300001146,2
300001147,1
300001148,1
300001149,3
300001150,1
300001151,3
300001152,3
300001153,2
300001154,2
300001155,2
300001156,1
300001157,3
300001158,1
300001159,2
300001160,1
300001161,1
300001162,1
300001163,1
300001164,1
300001165,3
300001166,3
300001167,3
300001168,1
300001169,3
300001170,5
300001171,3
300001172,3
300001173,2
300001174,1
300001175,5
300001176,1
300001177,3
300001178,3
300001179,2
300001180,3
300001181,3
300001182,2
300001183,1
300001184,1
300001185,1
300001186,3
300001187,1
300001188,1
300001189,1
300001190,1
300001191,1
300001192,3
300001193,1
300001194,1
300001195,4
300001196,1
300001197,5
300001198,2
300001199,3
300001200,2
300001201,2
300001202,1
300001203,3
300001204,2
300001205,4
300001206,1
300001207,2
300001208,1
300001209,1
300001210,1
300001211,1
300001212,5
300001213,1
300001214,3
300001215,5
300001216,1
300001217,2
300001218,2
300001219,5
300001220,1
300001221,3
300001222,2
300001223,2
300001224,1
300001225,1
300001226,5
300001227,5
300001228,2
300001229,1
300001230,2
300001231,3
300001232,2
300001233,1
300001234,2
300001235,1
300001236,1
300001237,1
300001238,3
300001239,3
300001240,1
300001241,2
300001242,1
300001243,2
300001244,3
300001245,3
300001246,1
300001247,1
300001248,3
300001249,1
300001250,1
300001251,1
300001252,3
300001253,1
300001254,1
300001255,2
300001256,2
300001257,1
300001258,1
300001259,2
300001260,3
300001261,2
300001262,3
300001263,1
300001264,1
300001265,1
300001266,1
300001267,3
300001268,3
300001269,3
300001270,3
300001271,3
300001272,3
300001273,3
300001274,1
300001275,1
300001276,2
300001277,1
300001278,1
300001279,5
300001280,2
300001281,1
300001282,1
300001283,1
300001284,1
300001285,1
300001286,3
300001287,3
300001288,2
300001289,2
300001290,1
300001291,1
300001292,2
300001293,1
300001294,1
300001295,1
300001296,1
300001297,2
300001298,4
300001299,1
300001300,1
300001301,1
300001302,3
300001303,1
300001304,3
300001305,1
300001306,1
300001307,1
300001308,1
300001309,3
300001310,1
300001311,1
300001312,1
300001313,2
300001314,2
300001315,1
300001316,1
300001317,1
300001318,1
300001319,1
300001320,1
300001321,1
300001322,2
300001323,2
300001324,2
300001325,4
300001326,1
300001327,5
300001328,1
300001329,1
300001330,1
300001331,1
300001332,1
300001333,2
300001334,1
300001335,3
300001336,1
300001337,3
300001338,1
300001339,2
300001340,2
300001341,2
300001342,2
300001343,1
300001344,1
300001345,1
300001346,3
300001347,1
300001348,2
300001349,2
300001350,2
300001351,3
300001352,1
300001353,2
300001354,1
300001355,5
300001356,3
300001357,1
300001358,1
300001359,1
300001360,1
300001361,1
300001362,2
300001363,1
300001364,1
300001365,1
300001366,1
300001367,2
300001368,3
300001369,1
300001370,1
300001371,1
300001372,1
300001373,2
300001374,2
300001375,3
300001376,5
300001377,1
300001378,1
300001379,3
300001380,1
300001381,3
300001382,1
300001383,2
300001384,1
300001385,1
300001386,5
300001387,1
300001388,3
300001389,3
300001390,1
300001391,4
300001392,1
300001393,1
300001394,2
300001395,5
300001396,3
300001397,3
300001398,2
300001399,2
300001400,1
300001401,2
300001402,5
300001403,1
300001404,1
300001405,1
300001406,2
300001407,2
300001408,1
300001409,1
300001410,3
300001411,2
300001412,2
300001413,1
300001414,3
300001415,2
300001416,2
300001417,1
300001418,2
300001419,1
300001420,1
300001421,3
300001422,1
300001423,5
300001424,2
300001425,5
300001426,3
300001427,3
300001428,1
300001429,2
300001430,2
300001431,1
300001432,4
300001433,2
300001434,1
300001435,1
300001436,1
300001437,2
300001438,2
300001439,1
300001440,1
300001441,1
300001442,2
300001443,1
300001444,2
300001445,2
300001446,1
300001447,1
300001448,2
300001449,3
300001450,2
300001451,5
300001452,1
300001453,3
300001454,1
300001455,2
300001456,2
300001457,3
300001458,2
300001459,2
300001460,3
300001461,5
300001462,3
300001463,2
300001464,3
300001465,3
300001466,5
300001467,1
300001468,1
300001469,1
300001470,1
300001471,1
300001472,1
300001473,3
300001474,3
300001475,2
300001476,3
300001477,1
300001478,1
300001479,1
300001480,1
300001481,5
300001482,1
300001483,2
300001484,3
300001485,2
300001486,2
300001487,2
300001488,2
300001489,2
300001490,5
300001491,2
300001492,2
300001493,5
300001494,1
300001495,1
300001496,2
300001497,2
300001498,4
300001499,2
300001500,2
300001501,1
300001502,2
300001503,2
300001504,2
300001505,5
300001506,1
300001507,1
300001508,1
300001509,1
300001510,1
300001511,1
300001512,1
300001513,1
300001514,2
300001515,2
300001516,2
300001517,1
300001518,1
300001519,1
300001520,3
300001521,1
300001522,3
300001523,1
300001524,2
300001525,1
300001526,1
300001527,1
300001528,1
300001529,1
300001530,1
300001531,1
300001532,1
300001533,2
300001534,2
300001535,1
300001536,1
300001537,3
300001538,1
300001539,1
300001540,3
300001541,2
300001542,1
300001543,1
300001544,1
300001545,1
300001546,1
300001547,1
300001548,1
300001549,2
300001550,1
300001551,1
300001552,1
300001553,1
300001554,5
300001555,1
300001556,3
300001557,1
300001558,1
300001559,3
300001560,2
300001561,1
300001562,3
300001563,1
300001564,3
300001565,4
300001566,1
300001567,1
300001568,1
300001569,1
300001570,2
300001571,2
300001572,1
300001573,1
300001574,1
300001575,3
300001576,2
300001577,5
300001578,1
300001579,2
300001580,1
300001581,2
300001582,2
300001583,1
300001584,3
300001585,1
300001586,1
300001587,5
300001588,5
300001589,1
300001590,1
300001591,2
300001592,2
300001593,1
300001594,1
300001595,1
300001596,1
300001597,1
300001598,1
300001599,1
300001600,1
300001601,4
300001602,2
300001603,2
300001604,4
300001605,1
300001606,1
300001607,1
300001608,1
300001609,1
300001610,1
300001611,1
300001612,1
300001613,5
300001614,2
300001615,1
300001616,2
300001617,2
300001618,1
300001619,1
300001620,1
300001621,2
300001622,2
300001623,5
300001624,3
300001625,1
300001626,1
300001627,1
300001628,2
300001629,1
300001630,2
300001631,1
300001632,1
300001633,4
300001634,1
300001635,3
300001636,3
300001637,2
300001638,1
300001639,2
300001640,4
300001641,5
300001642,1
300001643,1
300001644,2
300001645,5
300001646,1
300001647,2
300001648,2
300001649,1
300001650,5
300001651,1
300001652,5
300001653,1
300001654,1
300001655,1
300001656,3
300001657,1
300001658,1
300001659,3
300001660,1
300001661,2
300001662,1
300001663,2
300001664,1
300001665,1
300001666,1
300001667,1
300001668,1
300001669,3
300001670,5
300001671,5
300001672,1
300001673,1
300001674,1
300001675,1
300001676,1
300001677,1
300001678,1
300001679,2
300001680,2
300001681,3
300001682,5
300001683,4
300001684,4
300001685,2
300001686,2
300001687,2
300001688,1
300001689,2
300001690,1
300001691,1
300001692,5
300001693,5
300001694,3
300001695,1
300001696,2
300001697,2
300001698,5
300001699,1
300001700,3
300001701,2
300001702,5
300001703,5
300001704,5
300001705,2
300001706,1
300001707,3
300001708,2
300001709,1
300001710,1
300001711,3
300001712,1
300001713,1
300001714,1
300001715,5
300001716,1
300001717,1
300001718,1
300001719,1
300001720,2
300001721,2
300001722,3
300001723,1
300001724,1
300001725,2
300001726,3
300001727,2
300001728,3
300001729,3
300001730,5
300001731,2
300001732,3
300001733,1
300001734,2
300001735,1
300001736,2
300001737,2
300001738,3
300001739,2
300001740,2
300001741,3
300001742,3
300001743,3
300001744,3
300001745,3
300001746,3
300001747,3
300001748,2
300001749,2
300001750,2
300001751,2
300001752,3
300001753,2
300001754,3
300001755,3
300001756,3
300001757,1
300001758,5
300001759,5
300001760,2
300001761,2
300001762,2
300001763,2
300001764,2
300001765,5
300001766,5
300001767,2
300001768,2
300001769,1
300001770,2
300001771,2
300001772,1
300001773,1
300001774,2
300001775,3
300001776,2
300001777,2
300001778,2
300001779,2
300001780,1
300001781,1
300001782,1
300001783,2
300001784,5
300001785,1
300001786,1
300001787,5
300001788,1
300001789,1
300001790,5
300001791,2
300001792,2
300001793,2
300001794,3
300001795,1
300001796,5
300001797,2
300001798,1
300001799,1
300001800,1
300001801,1
300001802,3
300001803,1
300001804,1
300001805,1
300001806,1
300001807,1
300001808,1
300001809,1
300001810,1
300001811,3
300001812,1
300001813,1
300001814,5
300001815,5
300001816,1
300001817,3
300001818,2
300001819,5
300001820,3
300001821,1
300001822,1
300001823,1
300001824,1
300001825,1
300001826,1
300001827,1
300001828,5
300001829,1
300001830,3
300001831,3
300001832,1
300001833,2
300001834,5
300001835,5
300001836,5
300001837,1
300001838,1
300001839,4
300001840,1
300001841,1
300001842,1
300001843,1
300001844,5
300001845,2
300001846,2
300001847,2
300001848,5
300001849,3
300001850,1
300001851,1
300001852,2
300001853,2
300001854,3
300001855,1
300001856,3
300001857,3
300001858,2
300001859,3
300001860,3
300001861,5
300001862,1
300001863,2
300001864,1
300001865,2
300001866,2
300001867,3
300001868,2
300001869,2
300001870,3
300001871,3
300001872,3
300001873,3
300001874,3
300001875,3
300001876,2
300001877,2
300001878,3
300001879,2
300001880,5
300001881,5
300001882,2
300001883,2
300001884,2
300001885,2
300001886,1
300001887,1
300001888,1
300001889,1
300001890,1
300001891,1
300001892,1
300001893,1
300001894,1
300001895,2
300001896,2
300001897,3
300001898,2
300001899,1
300001900,3
300001901,1
300001902,1
300001903,1
300001904,1
300001905,1
300001906,1
300001907,1
300001908,1
300001909,1
300001910,1
300001911,1
300001912,1
300001913,3
300001914,3
300001915,2
300001916,3
300001917,3
300001918,3
300001919,3
300001920,3
300001921,1
300001922,1
300001923,1
300001924,1
300001925,1
300001926,1
300001927,1
300001928,1
300001929,2
300001930,2
300001931,1
300001932,2
300001933,3
300001934,1
300001935,2
300001936,2
300001937,2
300001938,2
300001939,2
300001940,1
300001941,1
300001942,1
300001943,1
300001944,1
300001945,1
300001946,3
300001947,1
300001948,5
300001949,2
300001950,1
300001951,1
300001952,1
300001953,1
300001954,2
300001955,2
300001956,5
300001957,1
300001958,3
300001959,4
300001960,1
300001961,2
300001962,2
300001963,1
300001964,1
300001965,2
300001966,5
300001967,1
300001968,4
300001969,1
300001970,1
300001971,2
300001972,1
300001973,1
300001974,1
300001975,2
300001976,1
300001977,1
300001978,1
300001979,4
300001980,1
300001981,1
300001982,2
300001983,1
300001984,2
300001985,1
300001986,2
300001987,1
300001988,1
300001989,2
300001990,1
300001991,2
300001992,1
300001993,1
300001994,1
300001995,1
300001996,4
300001997,4
300001998,1
300001999,3
300002000,1
300002001,2
300002002,2
300002003,2
300002004,1
300002005,1
300002006,4
300002007,1
300002008,1
300002009,3
300002010,5
300002011,1
300002012,5
300002013,2
300002014,3
300002015,2
300002016,2
300002017,2
300002018,5
300002019,5
300002020,2
300002021,4
300002022,2
300002023,2
300002024,3
300002025,3
300002026,2
300002027,3
300002028,1
300002029,2
300002030,1
300002031,3
300002032,3
300002033,1
300002034,3
300002035,3
300002036,3
300002037,2
300002038,1
300002039,2
300002040,2
300002041,2
300002042,1
300002043,1
300002044,1
300002045,1
300002046,2
300002047,5
300002048,5
300002049,1
300002050,3
300002051,2
300002052,5
300002053,2
300002054,3
300002055,2
300002056,5
300002057,2
300002058,2
300002059,2
300002060,2
300002061,4
300002062,1
300002063,2
300002064,3
300002065,3
300002066,3
300002067,1
300002068,3
300002069,1
300002070,3
300002071,3
300002072,3
300002073,3
300002074,3
300002075,5
300002076,1
300002077,1
300002078,5
300002079,1
300002080,3
300002081,3
300002082,5
300002083,2
300002084,3
300002085,3
300002086,3
300002087,5
300002088,3
300002089,1
300002090,2
300002091,1
300002092,1
300002093,1
300002094,1
300002095,1
300002096,1
300002097,1
300002098,2
300002099,3
300002100,1
300002101,1
300002102,1
300002103,1
300002104,1
300002105,3
300002106,1
300002107,3
300002108,1
300002109,3
300002110,2
300002111,3
300002112,1
300002113,1
300002114,3
300002115,3
300002116,5
300002117,3
300002118,3
300002119,2
300002120,3
300002121,3
300002122,2
300002123,3
300002124,1
300002125,1
300002126,1
300002127,1
300002128,1
300002129,1
300002130,1
300002131,1
300002132,1
300002133,1
300002134,3
300002135,3
300002136,3
300002137,1
300002138,3
300002139,5
300002140,3
300002141,3
300002142,3
300002143,1
300002144,1
300002145,1
300002146,3
300002147,3
300002148,1
300002149,1
300002150,1
300002151,3
300002152,1
300002153,2
300002154,1
300002155,1
300002156,3
300002157,1
300002158,3
300002159,1
300002160,1
300002161,1
300002162,5
300002163,2
300002164,3
300002165,2
300002166,2
300002167,2
300002168,4
300002169,2
300002170,2
300002171,2
300002172,2
300002173,1
300002174,1
300002175,2
300002176,2
300002177,3
300002178,5
300002179,5
300002180,5
300002181,2
300002182,2
300002183,2
300002184,1
300002185,1
300002186,2
300002187,1
300002188,1
300002189,3
300002190,1
300002191,4
300002192,3
300002193,3
300002194,3
300002195,1
300002196,1
300002197,3
300002198,1
300002199,1
300002200,3
300002201,3
300002202,5
300002203,3
300002204,3
300002205,3
300002206,1
300002207,1
300002208,3
300002209,3
300002210,3
300002211,3
300002212,1
300002213,2
300002214,3
300002215,1
300002216,2
300002217,3
300002218,4
300002219,1
300002220,1
300002221,5
300002222,1
300002223,1
300002224,2
300002225,2
300002226,2
300002227,2
300002228,2
300002229,1
300002230,1
300002231,1
300002232,1
300002233,1
300002234,1
300002235,1
300002236,1
300002237,1
300002238,1
300002239,1
300002240,1
300002241,2
300002242,2
300002243,1
300002244,1
300002245,1
300002246,1
300002247,2
300002248,2
300002249,2
300002250,2
300002251,3
300002252,3
300002253,5
300002254,1
300002255,1
300002256,1
300002257,2
300002258,2
300002259,3
300002260,3
300002261,1
300002262,3
300002263,3
300002264,3
300002265,1
300002266,1
300002267,2
300002268,2
300002269,1
300002270,1
300002271,3
300002272,2
300002273,2
300002274,2
300002275,3
300002276,3
300002277,5
300002278,5
300002279,5
300002280,1
300002281,4
300002282,3
300002283,1
300002284,1
300002285,1
300002286,2
300002287,5
300002288,5
300002289,3
300002290,1
300002291,2
300002292,3
300002293,2
300002294,1
300002295,1
300002296,1
300002297,4
300002298,3
300002299,3
300002300,1
300002301,4
300002302,5
300002303,3
300002304,5
300002305,1
300002306,3
300002307,5
300002308,3
300002309,1
300002310,1
300002311,3
300002312,3
300002313,5
300002314,2
300002315,1
300002316,1
300002317,1
300002318,5
300002319,3
300002320,3
300002321,3
300002322,3
300002323,3
300002324,1
300002325,3
300002326,3
300002327,5
300002328,1
300002329,3
300002330,3
300002331,3
300002332,1
300002333,1
